match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_delta,p2_delta,y_p1_win,server_is_p1,is_first_serve,M_mean,M_hdi_lower,M_hdi_upper
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:25,1,1,2,0,0,0,0,0,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.502,22.307,4,126.0,BW,NCTL,ND,1.0,0.0,1,0,1,0.04007673021369554,-1.0176649059888412,1.27048377683456
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:01:19,1,1,3,0,0,0,0,15,15,2,2,1,2,1,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786,2.926,2,102.0,BW,NCTL,ND,1.0,0.0,1,0,0,-0.004467060908146237,-1.1966501791063293,1.053903524651957
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:02:17,1,1,4,0,0,0,0,30,15,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.907,4.209,1,120.0,BC,CTL,ND,0.0,1.0,0,0,0,0.0358874211317731,-1.1300924622035353,1.2300275850983737
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:02,1,1,5,0,0,0,0,30,30,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.881,8.676,2,108.0,W,CTL,ND,1.0,0.0,1,0,1,0.00999858344548289,-1.1528621547848885,1.011510157044445
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:38,1,1,6,0,0,0,0,40,30,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.293,7.704,1,127.0,W,NCTL,D,0.0,1.0,0,0,1,0.0049846525804853326,-1.083424731518183,1.227797334566895
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:05,1,1,7,0,0,0,0,40,40,2,1,2,3,4,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.283,19.531,5,111.0,W,CTL,ND,0.0,1.0,0,0,1,0.0018019190641044853,-1.1553000755940912,1.1070238543007485
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:41,1,1,8,0,0,0,0,40,AD,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.179,24.58,6,124.0,BW,NCTL,D,1.0,0.0,1,0,1,-0.02809869608123226,-1.1911778383324214,1.0442206832566425
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:03,1,1,9,0,0,0,0,40,40,2,1,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.115,28.599,7,127.0,C,NCTL,D,0.0,1.0,0,0,1,-0.012959647792006307,-1.0667353260577428,1.1685684416124233
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:43,1,1,10,0,0,0,0,40,AD,2,1,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.941,7.816,1,125.0,W,CTL,ND,0.0,1.0,0,0,1,0.009728842430229232,-1.1168555716188013,1.1448324935684797
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:08:02,1,2,11,0,0,0,1,0,0,1,1,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.54,10.329,2,123.0,BW,NCTL,ND,0.0,1.0,0,0,1,-0.008433218332071505,-1.2097174945680953,0.9871786601549266
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:08:28,1,2,12,0,0,0,1,0,15,1,1,2,4,8,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.819,20.001,6,119.0,C,NCTL,ND,0.0,1.0,0,0,1,-0.005056597513845435,-1.0500728664713372,1.1356644914701226
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:09:22,1,2,13,0,0,0,1,0,30,1,2,2,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.482,23.589,6,107.0,B,NCTL,D,0.0,1.0,0,0,0,0.0029111442217245233,-1.108856622891309,1.0930235058697129
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:10:25,1,2,14,0,0,0,1,0,40,1,1,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9.876,15.338,3,121.0,C,CTL,ND,1.0,0.0,1,0,1,-0.00795079519097692,-1.1336987574324193,1.1654099345038507
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:10:57,1,2,15,0,0,0,1,15,40,1,1,1,6,9,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.638,7.393,3,128.0,BC,NCTL,ND,1.0,0.0,1,0,1,0.04259568579501548,-0.9365894366349578,1.3604472917787764
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:11:29,1,2,16,0,0,0,1,30,40,1,2,2,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21.88,18.532,4,101.0,BW,NCTL,D,0.0,1.0,0,0,0,-0.004668334450241897,-1.1300219918941765,1.1679888131522125
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:12:45,1,3,17,0,0,0,2,0,0,2,1,2,6,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20.078,18.607,5,122.0,C,NCTL,D,0.0,1.0,0,0,1,0.032619730403555834,-1.1175071036311566,1.1370636171240596
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:13:23,1,3,18,0,0,0,2,0,15,2,2,1,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.805,34.701,8,107.0,C,NCTL,D,1.0,0.0,1,0,0,-0.03351105822979532,-1.11977007473986,1.1108640185880938
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:14:24,1,3,19,0,0,0,2,15,15,2,2,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.981,29.821,8,85.0,C,NCTL,D,1.0,0.0,1,0,0,0.010201988087740099,-1.10113566655971,1.158643802912301
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:15:30,1,3,20,0,0,0,2,30,15,2,2,2,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,93.364,89.698,21,88.0,BW,NCTL,ND,0.0,1.0,0,0,0,-0.055860515346215014,-1.2104427858719726,1.1046253258061205
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:17:03,1,3,21,0,0,0,2,30,30,2,1,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48.241,32.83,5,121.0,C,NCTL,ND,0.0,1.0,0,0,1,0.011022412729914293,-1.065306400374785,0.9935184864475073
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:18:02,1,3,22,0,0,0,2,30,40,2,1,2,8,14,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,0.492,1,121.0,C,NCTL,,0.0,1.0,0,0,1,4.6906020395099944e-05,-1.1480458988247455,1.2415032916200384
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:19:49,1,4,23,0,0,0,3,0,0,1,1,2,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.278,14.266,2,108.0,W,CTL,D,0.0,1.0,0,0,1,0.0017505911379420804,-1.0051831285020063,1.2735587765665608
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:20:15,1,4,24,0,0,0,3,0,15,1,1,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783,7.056,1,128.0,BW,NCTL,ND,1.0,0.0,1,0,1,0.004767064246385353,-1.1339132385408823,1.1826519990392999
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:20:38,1,4,25,0,0,0,3,15,15,1,1,2,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.865,26.119,6,128.0,C,NCTL,D,0.0,1.0,0,0,1,-0.025465947974800337,-1.1109567480271176,1.210980652925134
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:21:15,1,4,26,0,0,0,3,15,30,1,1,2,9,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.744,38.992,8,117.0,C,NCTL,D,0.0,1.0,0,0,1,0.021833942911824097,-1.1592674950934367,1.149654095320577
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:21:55,1,4,27,0,0,0,3,15,40,1,2,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.367,12.258,3,110.0,B,CTL,D,1.0,0.0,1,0,0,0.05596536793492804,-1.1086019630380777,1.1110414903440753
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:22:36,1,4,28,0,0,0,3,30,40,1,1,1,11,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.683,5.84,1,128.0,BW,CTL,ND,1.0,0.0,1,0,1,-0.024655989864049776,-1.0845387659140022,1.04559973575559
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:23:16,1,4,29,0,0,0,3,40,40,1,2,2,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.456,41.723,10,98.0,C,NCTL,ND,0.0,1.0,0,0,0,0.04518377591768155,-1.048541998363099,1.21305757315426
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:24:11,1,4,30,0,0,0,3,40,AD,1,2,2,11,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11.067,10.59,2,95.0,BW,NCTL,ND,0.0,1.0,0,0,0,0.02214387319476647,-0.9913699463717358,1.1805987519553658
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:06,1,5,31,0,0,0,4,0,0,2,1,2,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.873,3.741,1,108.0,W,CTL,D,0.0,1.0,0,0,1,0.01617304382963722,-1.146164697613649,1.137753989660798
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:28,1,5,32,0,0,0,4,0,15,2,1,2,11,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.029,12.57,3,126.0,W,CTL,D,0.0,1.0,0,0,1,0.021715640191478317,-1.0350532102312195,1.3218326675130414
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:57,1,5,33,0,0,0,4,0,30,2,1,1,12,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.896,16.397,4,111.0,BW,NCTL,ND,1.0,0.0,1,0,1,-0.029233991540320373,-1.1583032098816577,1.0234011806330212
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:26:33,1,5,34,0,0,0,4,15,30,2,1,2,12,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.566,27.069,5,125.0,W,CTL,D,0.0,1.0,0,0,1,0.011711464462760163,-1.0525457014266355,1.264986732525018
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:27:10,1,5,35,0,0,0,4,15,40,2,1,2,12,23,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.297,10.323,3,121.0,C,NCTL,,0.0,1.0,0,0,1,-0.02075180196229813,-1.2100399853737067,1.0122067743296217
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:28:47,1,6,36,0,0,0,5,0,0,1,1,1,13,23,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.156,12.607,3,129.0,C,NCTL,,1.0,0.0,1,0,1,0.011209798649827392,-0.9771776171013564,1.1882662410320042
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:29:15,1,6,37,0,0,0,5,15,0,1,1,1,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.453,10.305,1,131.0,W,CTL,D,1.0,0.0,1,0,1,-0.0406218605804684,-1.1604598093734069,0.9268612578199914
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:29:37,1,6,38,0,0,0,5,30,0,1,2,2,14,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.807,10.082,2,103.0,BC,NCTL,ND,0.0,1.0,0,0,0,0.0258909432817113,-0.9915639854149573,1.1954845900345117
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:30:15,1,6,39,0,0,0,5,30,15,1,2,2,14,25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.076,2.058,0,,C,CTL,,0.0,1.0,0,0,0,0.026648692815289587,-1.1544912990067528,1.1023746475124234
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:30:55,1,6,40,0,0,0,5,30,30,1,1,1,15,25,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33.492,57.879,9,130.0,B,NCTL,D,1.0,0.0,1,0,1,0.003797862663435559,-1.0297424883529032,1.0559863822773274
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:31:36,1,6,41,0,0,0,5,40,30,1,1,1,16,25,1,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.193,17.993,5,118.0,C,NCTL,D,1.0,0.0,1,0,1,-0.0057397270557968325,-1.054729256817087,1.2345441497410194
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:32:28,1,7,42,0,0,1,5,0,0,2,1,2,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.957,36.872,9,117.0,C,NCTL,D,0.0,1.0,0,0,1,0.027781337976807513,-1.1670520945518645,1.0994195898591361
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:33:11,1,7,43,0,0,1,5,0,15,2,2,2,16,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.491,10.737,3,110.0,C,NCTL,ND,0.0,1.0,0,0,0,-0.025928079433148888,-1.0856325040198305,1.1361527011578765
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:33:55,1,7,44,0,0,1,5,0,30,2,1,2,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404,3.146,1,120.0,C,NCTL,ND,0.0,1.0,0,0,1,0.0038459695918219936,-1.0839923875508346,1.1752752015425691
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:34:19,1,7,45,0,0,1,5,0,40,2,1,2,16,29,2,2,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.498,14.462,5,125.0,W,CTL,ND,0.0,1.0,0,0,1,-6.398037336660805e-05,-1.0870591794002924,1.2258367577117797
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:36:28,2,1,46,0,1,0,0,0,0,1,1,1,17,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.951,17.213,3,114.0,W,CTL,ND,1.0,0.0,1,0,1,0.016986588766000236,-1.1763869540758973,1.0544034393780848
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:36:58,2,1,47,0,1,0,0,15,0,1,1,2,17,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34.923,42.752,6,129.0,W,NCTL,ND,0.0,1.0,0,0,1,-0.013763608385930381,-1.1733310250935887,1.134830338790123
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:37:34,2,1,48,0,1,0,0,15,15,1,1,1,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19.28,18.009,5,126.0,B,CTL,ND,1.0,0.0,1,0,1,-0.025478364543793222,-1.19942772358248,1.0211144574875386
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:38:07,2,1,49,0,1,0,0,30,15,1,1,1,19,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.36,5.703,1,117.0,W,NCTL,ND,1.0,0.0,1,0,1,-0.024742326813271032,-1.0498724940695336,1.190909610189123
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:38:34,2,1,50,0,1,0,0,40,15,1,1,1,20,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.236,8.897,1,126.0,BC,NCTL,ND,1.0,0.0,1,0,1,-0.015149561553248807,-1.0436600859875718,1.2618359397646923
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:39:35,2,2,51,0,1,1,0,0,0,2,2,1,21,30,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.424,0.9,0,,BC,NCTL,,1.0,0.0,1,0,0,-0.03230650668371218,-1.0736101464249983,1.1288902399323693
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:40:32,2,2,52,0,1,1,0,15,0,2,2,1,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.745,25.107,6,94.0,B,NCTL,ND,1.0,0.0,1,0,0,0.011706677658170794,-1.060131617196389,1.1596627427390798
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:41:29,2,2,53,0,1,1,0,30,0,2,1,2,22,31,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24.814,18.005,5,111.0,BW,NCTL,ND,0.0,1.0,0,0,1,0.050518427344127044,-1.0922159244396716,1.115158991306982
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:42:10,2,2,54,0,1,1,0,30,15,2,2,2,22,32,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33.497,30.332,9,107.0,C,NCTL,D,0.0,1.0,0,0,0,0.02868527106635697,-0.9147804994472475,1.218483559441308
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:43:16,2,2,55,0,1,1,0,30,30,2,2,2,22,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.971,3.523,1,94.0,BW,NCTL,D,0.0,1.0,0,0,0,-0.012204788857542509,-1.0148598236356858,1.1742269485389067
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:44:16,2,2,56,0,1,1,0,30,40,2,2,1,23,33,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.076,43.824,10,86.0,B,NCTL,D,1.0,0.0,1,0,0,0.010449921765514817,-1.081885031453834,1.061035657267841
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:45:23,2,2,57,0,1,1,0,40,40,2,2,1,24,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16.727,15.5,2,104.0,W,CTL,ND,1.0,0.0,1,0,0,0.02355905760824946,-1.0488383934266186,1.1215276320765892
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:46:38,2,2,58,0,1,1,0,AD,40,2,1,2,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.052,6.806,1,118.0,BC,NCTL,D,0.0,1.0,0,0,1,-0.05802192754606408,-1.1912597040338784,1.0697416096254686
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:47:10,2,2,59,0,1,1,0,40,40,2,1,1,25,34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31.842,31.118,8,113.0,W,NCTL,ND,1.0,0.0,1,0,1,-0.006281589410118971,-1.1117645309294395,1.0584367358260731
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:48:01,2,2,60,0,1,1,0,AD,40,2,1,1,26,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,23.419,14.041,4,116.0,C,CTL,ND,1.0,0.0,1,0,1,0.013229523685365998,-1.2048237078600725,1.123471330212763
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:48:48,2,3,61,0,1,2,0,0,0,1,2,2,26,35,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.897,5.002,0,,B,CTL,ND,0.0,1.0,0,0,0,-0.025190181121335243,-1.1650997505422678,1.1590539498374601
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:49:32,2,3,62,0,1,2,0,0,15,1,2,1,27,35,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22.24,23.472,7,93.0,B,NCTL,ND,1.0,0.0,1,0,0,0.0032412956201067415,-1.1695509136189335,1.0174126304326523
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:50:22,2,3,63,0,1,2,0,15,15,1,1,1,28,35,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.345,65.676,19,125.0,B,NCTL,ND,1.0,0.0,1,0,1,-0.013047830579010608,-1.1622651560347381,1.0866979731153297
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:51:25,2,3,64,0,1,2,0,30,15,1,1,2,28,36,0,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.891,17.817,4,120.0,W,NCTL,,0.0,1.0,0,0,1,0.021347577661123406,-1.1009108508893357,1.133065173437661
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:52:06,2,3,65,0,1,2,0,30,30,1,2,1,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.203,8.788,1,112.0,BC,NCTL,D,1.0,0.0,1,0,0,0.019585781745322522,-1.1912601196775852,1.0650053807821733
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:52:49,2,3,66,0,1,2,0,40,30,1,1,2,29,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.449,35.296,8,122.0,C,NCTL,D,0.0,1.0,0,0,1,0.036623035405489064,-1.1381759985275623,1.0664581588895383
